0,text,polarity,subjectivity,sentiment,neg,neu,pos,compound
"""And Jesus rebuked the devil; and he departed out of him: and the child was cured from that very hour."" ~Matthew 17:18 #Hope #God #Bible","""And Jesus rebuked the devil; and he departed out of him: and the child was cured from that very hour."" ~Matthew 17:18 #Hope #God #Bible",0.2,0.3,negative,0.155,0.845,0.0,-0.6597
Las imágenes de María Jesús Montero en un mitin de Málaga que dan vergüenza ajena: https://t.co/QGv3RBw1V1,Las imágenes de María Jesús Montero en un mitin de Málaga que dan vergüenza ajena: https://t.co/QGv3RBw1V1,0.0,0.0,neutral,0.0,1.0,0.0,0.0
@TheBlack_Void_ Jesus who said that,@TheBlack_Void_ Jesus who said that,0.0,0.0,neutral,0.0,1.0,0.0,0.0
mcatee would be our next esr/colwill level loan. still got to make the step from pl2 level but Jesus Christ 24 cont… https://t.co/d0RPYfDHGO,mcatee would be our next esr/colwill level loan. still got to make the step from pl2 level but Jesus Christ 24 cont… https://t.co/d0RPYfDHGO,0.0,0.0,neutral,0.0,1.0,0.0,0.0
"DÍA 12. LA CONFESIÓN  

Sagrado Corazón de Jesús, en Vos confío

#SomosCastrense #SagradoCorazon https://t.co/WZHhDZwaV6","DÍA 12. LA CONFESIÓN  

Sagrado Corazón de Jesús, en Vos confío

#SomosCastrense #SagradoCorazon https://t.co/WZHhDZwaV6",0.0,0.0,neutral,0.0,1.0,0.0,0.0
@smileycherry2 It's recoperating what Jesus said.... forgive 77*7,@smileycherry2 It's recoperating what Jesus said.... forgive 77*7,0.0,0.0,positive,0.0,0.769,0.231,0.2732
jesus fiquei a noite todo chapado com um brisadeiro aquele foi poderoso,jesus fiquei a noite todo chapado com um brisadeiro aquele foi poderoso,0.0,0.0,neutral,0.0,1.0,0.0,0.0
meu jesus é easy,meu jesus é easy,0.43333333333333335,0.8333333333333334,positive,0.0,0.408,0.592,0.4404
"Father, as I pray now every wrong atmosphere in my habitation, place of work and where I live; contrary to my prosp… https://t.co/UQzpInUzlc","Father, as I pray now every wrong atmosphere in my habitation, place of work and where I live; contrary to my prosp… https://t.co/UQzpInUzlc",-0.18181818181818182,0.7,negative,0.127,0.779,0.094,-0.2023
@ProphetJoLynne I RECEIVE IT IN JESUS NAME AMEN,@ProphetJoLynne I RECEIVE IT IN JESUS NAME AMEN,0.0,0.0,neutral,0.0,1.0,0.0,0.0
I use d immense force that raised Jesus Christ from d dead 2 forcefully command my spirit and soul that I do not lo… https://t.co/lMcnLFpTsa,I use d immense force that raised Jesus Christ from d dead 2 forcefully command my spirit and soul that I do not lo… https://t.co/lMcnLFpTsa,-0.1,0.7,negative,0.179,0.75,0.071,-0.5574
"Jesus fucking Christ on a flaming fucking pogo stick, quit fucking squealing like a stuck pig about “THEY’RE COMING… https://t.co/h8vUygHcyq","Jesus fucking Christ on a flaming fucking pogo stick, quit fucking squealing like a stuck pig about “THEY’RE COMING… https://t.co/h8vUygHcyq",-0.6,0.8000000000000002,positive,0.108,0.76,0.132,0.1317
"Let us worship
Let us sing
Hallelujah to the King
Let us raise our voices high
Praise the name of Jesus Christ)🎶💃🏽… https://t.co/F6cJThcdBH","Let us worship
Let us sing
Hallelujah to the King
Let us raise our voices high
Praise the name of Jesus Christ)🎶💃🏽… https://t.co/F6cJThcdBH",0.16,0.5399999999999999,positive,0.0,0.671,0.329,0.8689
@TreeNunes @NancyBristol4 @patriottakes I am not a KJV person. I actually do not own the KJV. Point is a few words… https://t.co/FLBxOEU056,@TreeNunes @NancyBristol4 @patriottakes I am not a KJV person. I actually do not own the KJV. Point is a few words… https://t.co/FLBxOEU056,-0.25,0.55,neutral,0.0,1.0,0.0,0.0
@TheDemocrats JESUS F Christ - How many ways can you shoot yourself in the foot https://t.co/L5iQXZEt98,@TheDemocrats JESUS F Christ - How many ways can you shoot yourself in the foot https://t.co/L5iQXZEt98,0.5,0.5,negative,0.156,0.844,0.0,-0.34
"Me he levantado con las manos pringosas, la boca seeca como un zapato y la cabeza como una noria, pero anoche me lo pasé de puta madre.","Me he levantado con las manos pringosas, la boca seeca como un zapato y la cabeza como una noria, pero anoche me lo pasé de puta madre.",0.0,0.0,neutral,0.0,1.0,0.0,0.0
"Victor Osimhen!
I honestly feel getting him is better than getting Gabriel Jesus and Gianlucca Scamacca...","Victor Osimhen!
I honestly feel getting him is better than getting Gabriel Jesus and Gianlucca Scamacca...",0.55,0.7,positive,0.0,0.677,0.323,0.7345
Jesus https://t.co/mx2oFnU2UA,Jesus https://t.co/mx2oFnU2UA,0.0,0.0,neutral,0.0,1.0,0.0,0.0
"Nuggets ✍️✍️

Our Hope

""Through the dark and stormy night Faith beholds a feeble light Up the blackness streaking;… https://t.co/QsDEF1n8CT","Nuggets ✍️✍️

Our Hope

""Through the dark and stormy night Faith beholds a feeble light Up the blackness streaking;… https://t.co/QsDEF1n8CT",-0.08333333333333333,0.6999999999999998,positive,0.092,0.669,0.238,0.5423
HYUNMINSUNG JESUS FREAKING CHRIST,HYUNMINSUNG JESUS FREAKING CHRIST,0.0,0.0,negative,0.483,0.517,0.0,-0.4215
JESÚS,JESÚS,0.0,0.0,neutral,0.0,1.0,0.0,0.0
"Father we also decree and declare heavenly peace in our hearts 💖, in our lives and in all that concerns us. Let You… https://t.co/McBM282KBi","Father we also decree and declare heavenly peace in our hearts 💖, in our lives and in all that concerns us. Let You… https://t.co/McBM282KBi",0.0,0.0,positive,0.0,0.746,0.254,0.8176
"Father, thank You that this big world I live in is Your world. Thank You for calling me and sending me with a purpo… https://t.co/cVBCTNjWSy","Father, thank You that this big world I live in is Your world. Thank You for calling me and sending me with a purpo… https://t.co/cVBCTNjWSy",0.06818181818181818,0.3,positive,0.0,0.808,0.192,0.6124
@spiritualslayer I claim it in the Mighty name of our Lord Jesus Christ of Nazareth.,@spiritualslayer I claim it in the Mighty name of our Lord Jesus Christ of Nazareth.,0.4,0.9,neutral,0.0,1.0,0.0,0.0
@Vickie627 @Karate61 @Jeanelynn @LizCheneyPOTUS @2020_re_VISION @Jesus_is_G_d @KsLiberal @FreeAsFuck45 @QuidRises… https://t.co/r7JQoyp9gB,@Vickie627 @Karate61 @Jeanelynn @LizCheneyPOTUS @2020_re_VISION @Jesus_is_G_d @KsLiberal @FreeAsFuck45 @QuidRises… https://t.co/r7JQoyp9gB,0.0,0.0,neutral,0.0,1.0,0.0,0.0
Jesus: The Consolation of Israel https://t.co/nkSAyCro9Z,Jesus: The Consolation of Israel https://t.co/nkSAyCro9Z,0.0,0.0,neutral,0.0,1.0,0.0,0.0
"The blood of Jesus Christ is our mark of exemption from all evil.
- Always sprinkle the blood upon your life and be… https://t.co/8yL8KHME3u","The blood of Jesus Christ is our mark of exemption from all evil.
- Always sprinkle the blood upon your life and be… https://t.co/8yL8KHME3u",-1.0,1.0,negative,0.167,0.833,0.0,-0.6597
"""Then came the disciples to Jesus apart, and said, Why could not we cast him out?"" ~Matthew 17:19 #Bible #God #Faith","""Then came the disciples to Jesus apart, and said, Why could not we cast him out?"" ~Matthew 17:19 #Bible #God #Faith",0.0,0.0,neutral,0.0,1.0,0.0,0.0
🙏🙏,🙏🙏,0.0,0.0,neutral,0.0,1.0,0.0,0.0
@Safaricom_Care and @SafaricomPLC  shukran kwa tunukiwa minutes yaani nabonga adi na mrombotoko wa msupeng wambatangu,@Safaricom_Care and @SafaricomPLC  shukran kwa tunukiwa minutes yaani nabonga adi na mrombotoko wa msupeng wambatangu,0.0,0.0,neutral,0.0,1.0,0.0,0.0
We speak prosperity and abundance over Nigeria. Turmoil and backwardness shall no longer be our lot in Jesus name.… https://t.co/jzGFqxPc6d,We speak prosperity and abundance over Nigeria. Turmoil and backwardness shall no longer be our lot in Jesus name.… https://t.co/jzGFqxPc6d,0.0,0.0,negative,0.207,0.793,0.0,-0.5719
"@exiliadobalear @slage85 @Cantia23Ruiz @SiToEscoBar666 @Rrc1913troll @Rafa9Mainez @slage85 hazte del Oviedo, que ya… https://t.co/htwX9dT33a","@exiliadobalear @slage85 @Cantia23Ruiz @SiToEscoBar666 @Rrc1913troll @Rafa9Mainez @slage85 hazte del Oviedo, que ya… https://t.co/htwX9dT33a",0.0,0.0,neutral,0.0,1.0,0.0,0.0
"Only Jesus Christ can deliver and save you from sin, sickness,sorrow and troubles.-Acts 4 vs 12. https://t.co/8xdynmXOeB","Only Jesus Christ can deliver and save you from sin, sickness,sorrow and troubles.-Acts 4 vs 12. https://t.co/8xdynmXOeB",0.0,1.0,negative,0.173,0.673,0.154,-0.1027
Greetings brethren sisters families friend and enemies I greet you all in the wonderful name of Jesus Christ Amen https://t.co/fUmkFQZacN,Greetings brethren sisters families friend and enemies I greet you all in the wonderful name of Jesus Christ Amen https://t.co/fUmkFQZacN,1.0,1.0,positive,0.11,0.479,0.411,0.8316
🐝: we are all ocs in gods realms and jesus is his self insert,🐝: we are all ocs in gods realms and jesus is his self insert,0.0,0.0,neutral,0.0,1.0,0.0,0.0
"THE WORD OF LIFE OUTREACH MINISTRY IS LIVE , PLEASE JOIN US TO CELEBRATE JESUS.","THE WORD OF LIFE OUTREACH MINISTRY IS LIVE , PLEASE JOIN US TO CELEBRATE JESUS.",0.13636363636363635,0.5,positive,0.0,0.493,0.507,0.8519
Just….. I… cannot… women ain’t never gunna be safe EVER… even conviction isnt proof enough for the boys club to cal… https://t.co/9malPWsgwf,Just….. I… cannot… women ain’t never gunna be safe EVER… even conviction isnt proof enough for the boys club to cal… https://t.co/9malPWsgwf,0.25,0.5,negative,0.103,0.897,0.0,-0.3412
@Paula_White I believe and receive for supernatural results in Jesus name Amen 🙏 🙌 Hallelujah,@Paula_White I believe and receive for supernatural results in Jesus name Amen 🙏 🙌 Hallelujah,0.16666666666666666,0.5666666666666667,positive,0.0,0.733,0.267,0.6124
"Si os digo Jesús, Iñaki, juantxo y Adolfo, probablemente, no os diga nada ...
Si añado los apodos sabemos de quién… https://t.co/FaWXnIWiR3","Si os digo Jesús, Iñaki, juantxo y Adolfo, probablemente, no os diga nada ...
Si añado los apodos sabemos de quién… https://t.co/FaWXnIWiR3",0.0,0.0,negative,0.099,0.901,0.0,-0.296
"@FiggyBushLemons I suppose she has to be the RF's equivalent of Jesus, as she could hardly play Virgin Mary, could she?","@FiggyBushLemons I suppose she has to be the RF's equivalent of Jesus, as she could hardly play Virgin Mary, could she?",-0.2916666666666667,0.5416666666666666,positive,0.0,0.9,0.1,0.2748
"Father Lord, we pray against every form of multiple accidents on the third-mainland bridge this week in the name of… https://t.co/K7EIjKlgFC","Father Lord, we pray against every form of multiple accidents on the third-mainland bridge this week in the name of… https://t.co/K7EIjKlgFC",0.0,0.0,neutral,0.097,0.805,0.097,0.0
"Comme Jésus avec les faux prophètes, Victor Hugo nous avertissait déjà de l'arnaque de la #NUPSE et de la dangerosi… https://t.co/pvgUgaOfZA","Comme Jésus avec les faux prophètes, Victor Hugo nous avertissait déjà de l'arnaque de la #NUPSE et de la dangerosi… https://t.co/pvgUgaOfZA",0.0,0.0,neutral,0.0,1.0,0.0,0.0
"@JydeTron Welcome to my TL. Take a tour around because at this point I can see you’re obsessed.

I give fire whenev… https://t.co/PNJaxJcxz0","@JydeTron Welcome to my TL. Take a tour around because at this point I can see you’re obsessed.

I give fire whenev… https://t.co/PNJaxJcxz0",0.15000000000000002,0.95,negative,0.17,0.705,0.124,-0.0258
"@heeeroooh Thank you lord Jesus. 
Happy Sunday @heeeroooh , anything for the boys for Sunday rice &amp; chicken baba ?","@heeeroooh Thank you lord Jesus. 
Happy Sunday @heeeroooh , anything for the boys for Sunday rice &amp; chicken baba ?",0.10000000000000003,0.975,positive,0.0,0.721,0.279,0.7351
@da_goiabeira @dramayraoficial @jairbolsonaro Jesus !!!,@da_goiabeira @dramayraoficial @jairbolsonaro Jesus !!!,0.0,0.0,neutral,0.0,1.0,0.0,0.0
The reason Jesus became human was to make it possible to redeem man.He could not do it as God because the fellow th… https://t.co/tn93GZjZKr,The reason Jesus became human was to make it possible to redeem man.He could not do it as God because the fellow th… https://t.co/tn93GZjZKr,0.0,0.55,positive,0.0,0.916,0.084,0.2732
@JordanJParks @nytimes Meaningless? Wow. Jesus would be proud.,@JordanJParks @nytimes Meaningless? Wow. Jesus would be proud.,0.13333333333333333,1.0,positive,0.196,0.338,0.466,0.6124
Jesus christ https://t.co/gGmRCSJVv5,Jesus christ https://t.co/gGmRCSJVv5,0.0,0.0,neutral,0.0,1.0,0.0,0.0
@Jesus_Caro78 Es una Stark,@Jesus_Caro78 Es una Stark,-0.2,0.6,neutral,0.0,1.0,0.0,0.0
@HelloTootsie @Spartan_UpNorth @lindylouboo1981 @DrFrankTurek Kinda like what Jesus actually taught…❤️,@HelloTootsie @Spartan_UpNorth @lindylouboo1981 @DrFrankTurek Kinda like what Jesus actually taught…❤️,0.0,0.1,positive,0.0,0.803,0.197,0.2975
"@DeQuixote TO GOD BE THE GLORY 
THE HOLY TRINITY⚡✝️⚡
GODS PROVIDENCE 
BROWN UNIVERSITY💛
BROWN ⛰LIGHTS 
JOHN &amp; MY 💓I… https://t.co/vGbRqS4S8r","@DeQuixote TO GOD BE THE GLORY 
THE HOLY TRINITY⚡✝️⚡
GODS PROVIDENCE 
BROWN UNIVERSITY💛
BROWN ⛰LIGHTS 
JOHN &amp; MY 💓I… https://t.co/vGbRqS4S8r",0.0,0.0,positive,0.0,0.718,0.282,0.7944
#maintainingprayerfire2 #PastorPatriciaShirleyinSLC #jesus,#maintainingprayerfire2 #PastorPatriciaShirleyinSLC #jesus,0.0,0.0,neutral,0.0,1.0,0.0,0.0
